SiO2;Al2O3;Fe2O3;FeO;CaO;MgO;Na2O;K2O;MnO;TiO2;P2O5;NiO;CaF2;SO3;Cr2O3;V2O5;T
0.709430120843096;0;0;0;0.290569879156904;0;0;0;0;0;0;0;0;0;0;0;1973
0.709430120843096;0;0;0;0.290569879156904;0;0;0;0;0;0;0;0;0;0;0;2023
0.709430120843096;0;0;0;0.290569879156904;0;0;0;0;0;0;0;0;0;0;0;2073
0.669447315185645;0;0;0;0.330552684814355;0;0;0;0;0;0;0;0;0;0;0;1923
