"SiO2";"Al2O3";"Fe2O3";"FeO";"CaO";"MgO";"Na2O";"K2O";"MnO";"TiO2";"P2O5";"NiO";"CaF2";"SO3";"Cr2O3";"V2O5";"T";"N"
0.440937934609767;0;0;0;0.559062065390233;0;0;0;0;0;0;0;0;0;0;0;1873;0.113
0.440937934609767;0;0;0;0.559062065390233;0;0;0;0;0;0;0;0;0;0;0;1923;0.09
0.440937934609767;0;0;0;0.559062065390233;0;0;0;0;0;0;0;0;0;0;0;1973;0.074
0.440937934609767;0;0;0;0.559062065390233;0;0;0;0;0;0;0;0;0;0;0;2023;0.062
0.440937934609767;0;0;0;0.559062065390233;0;0;0;0;0;0;0;0;0;0;0;2073;0.054
0.439928497493793;0;0;0;0.560071502506207;0;0;0;0;0;0;0;0;0;0;0;1923;0.11
0.42982641950876;0;0;0;0.57017358049124;0;0;0;0;0;0;0;0;0;0;0;1973;0.09
0.419710308676164;0;0;0;0.580289691323836;0;0;0;0;0;0;0;0;0;0;0;2023;0.075
0.409580135736033;0;0;0;0.590419864263967;0;0;0;0;0;0;0;0;0;0;0;2073;0.066
0.960998246872788;0;0;0;0;0;0;0.039001753127212;0;0;0;0;0;0;0;0;1873;468
0.960998246872788;0;0;0;0;0;0;0.039001753127212;0;0;0;0;0;0;0;0;1923;269
0.960998246872788;0;0;0;0;0;0;0.039001753127212;0;0;0;0;0;0;0;0;1973;178
0.960998246872788;0;0;0;0;0;0;0.039001753127212;0;0;0;0;0;0;0;0;2023;126
0.904995978422123;0;0;0;0;0;0;0.095004021577877;0;0;0;0;0;0;0;0;1773;347
0.904995978422123;0;0;0;0;0;0;0.095004021577877;0;0;0;0;0;0;0;0;1823;170
0.904995978422123;0;0;0;0;0;0;0.095004021577877;0;0;0;0;0;0;0;0;1873;107
0.904995978422123;0;0;0;0;0;0;0.095004021577877;0;0;0;0;0;0;0;0;1923;72.4
0.904995978422123;0;0;0;0;0;0;0.095004021577877;0;0;0;0;0;0;0;0;1973;53.7
0.897022071210522;0;0;0;0;0;0.102977928789478;0;0;0;0;0;0;0;0;0;1823;42.7
0.897022071210522;0;0;0;0;0;0.102977928789478;0;0;0;0;0;0;0;0;0;1873;27.5
0.897022071210522;0;0;0;0;0;0.102977928789478;0;0;0;0;0;0;0;0;0;1923;18.2
0.897022071210522;0;0;0;0;0;0.102977928789478;0;0;0;0;0;0;0;0;0;1973;12.3
0.897022071210522;0;0;0;0;0;0.102977928789478;0;0;0;0;0;0;0;0;0;2023;8.51
0.840993745161242;0;0;0;0;0;0;0.159006254838758;0;0;0;0;0;0;0;0;1623;186
0.840993745161242;0;0;0;0;0;0;0.159006254838758;0;0;0;0;0;0;0;0;1673;118
0.840993745161242;0;0;0;0;0;0;0.159006254838758;0;0;0;0;0;0;0;0;1723;75.9
0.840993745161242;0;0;0;0;0;0;0.159006254838758;0;0;0;0;0;0;0;0;1773;52.5
0.840993745161242;0;0;0;0;0;0;0.159006254838758;0;0;0;0;0;0;0;0;1823;34.7
0.840993745161242;0;0;0;0;0;0;0.159006254838758;0;0;0;0;0;0;0;0;1873;24
0.846031123817533;0;0;0;0;0;0.153968876182467;0;0;0;0;0;0;0;0;0;1623;57.5
0.846031123817533;0;0;0;0;0;0.153968876182467;0;0;0;0;0;0;0;0;0;1673;36.3
0.846031123817533;0;0;0;0;0;0.153968876182467;0;0;0;0;0;0;0;0;0;1723;24
0.846031123817533;0;0;0;0;0;0.153968876182467;0;0;0;0;0;0;0;0;0;1773;16.2
0.846031123817533;0;0;0;0;0;0.153968876182467;0;0;0;0;0;0;0;0;0;1823;12
0.846031123817533;0;0;0;0;0;0.153968876182467;0;0;0;0;0;0;0;0;0;1873;7.76
0.757991419632603;0;0;0;0;0;0;0.242008580367397;0;0;0;0;0;0;0;0;1373;708
0.757991419632603;0;0;0;0;0;0;0.242008580367397;0;0;0;0;0;0;0;0;1423;479
0.757991419632603;0;0;0;0;0;0;0.242008580367397;0;0;0;0;0;0;0;0;1473;224
0.757991419632603;0;0;0;0;0;0;0.242008580367397;0;0;0;0;0;0;0;0;1523;138
0.757991419632603;0;0;0;0;0;0;0.242008580367397;0;0;0;0;0;0;0;0;1573;83.2
0.757991419632603;0;0;0;0;0;0;0.242008580367397;0;0;0;0;0;0;0;0;1623;70.8
0.757991419632603;0;0;0;0;0;0;0.242008580367397;0;0;0;0;0;0;0;0;1673;35.5
0.795038933913318;0;0;0;0;0;0.204961066086682;0;0;0;0;0;0;0;0;0;1523;35.5
0.795038933913318;0;0;0;0;0;0.204961066086682;0;0;0;0;0;0;0;0;0;1573;22.4
0.795038933913318;0;0;0;0;0;0.204961066086682;0;0;0;0;0;0;0;0;0;1623;15.1
0.795038933913318;0;0;0;0;0;0.204961066086682;0;0;0;0;0;0;0;0;0;1673;10
0.795038933913318;0;0;0;0;0;0.204961066086682;0;0;0;0;0;0;0;0;0;1723;7.08
0.795038933913318;0;0;0;0;0;0.204961066086682;0;0;0;0;0;0;0;0;0;1773;4.9
0.688989976958659;0;0;0;0;0;0;0.311010023041341;0;0;0;0;0;0;0;0;1373;437
0.688989976958659;0;0;0;0;0;0;0.311010023041341;0;0;0;0;0;0;0;0;1423;246
0.688989976958659;0;0;0;0;0;0;0.311010023041341;0;0;0;0;0;0;0;0;1473;141
0.688989976958659;0;0;0;0;0;0;0.311010023041341;0;0;0;0;0;0;0;0;1523;85.1
0.688989976958659;0;0;0;0;0;0;0.311010023041341;0;0;0;0;0;0;0;0;1573;53.7
0.688989976958659;0;0;0;0;0;0;0.311010023041341;0;0;0;0;0;0;0;0;1623;33.9
0.688989976958659;0;0;0;0;0;0;0.311010023041341;0;0;0;0;0;0;0;0;1673;22.9
0.744045501452464;0;0;0;0;0;0.255954498547536;0;0;0;0;0;0;0;0;0;1423;58.9
0.744045501452464;0;0;0;0;0;0.255954498547536;0;0;0;0;0;0;0;0;0;1473;37.2
0.744045501452464;0;0;0;0;0;0.255954498547536;0;0;0;0;0;0;0;0;0;1523;24
0.744045501452464;0;0;0;0;0;0.255954498547536;0;0;0;0;0;0;0;0;0;1573;15.9
0.744045501452464;0;0;0;0;0;0.255954498547536;0;0;0;0;0;0;0;0;0;1623;10.7
0.744045501452464;0;0;0;0;0;0.255954498547536;0;0;0;0;0;0;0;0;0;1673;7.76
0.744045501452464;0;0;0;0;0;0.255954498547536;0;0;0;0;0;0;0;0;0;1723;5.37
0.744045501452464;0;0;0;0;0;0.255954498547536;0;0;0;0;0;0;0;0;0;1773;3.89
0.647989330679846;0;0;0;0;0;0;0.352010669320154;0;0;0;0;0;0;0;0;1373;219
0.647989330679846;0;0;0;0;0;0;0.352010669320154;0;0;0;0;0;0;0;0;1423;123
0.647989330679846;0;0;0;0;0;0;0.352010669320154;0;0;0;0;0;0;0;0;1473;70.8
0.647989330679846;0;0;0;0;0;0;0.352010669320154;0;0;0;0;0;0;0;0;1523;32.4
0.647989330679846;0;0;0;0;0;0;0.352010669320154;0;0;0;0;0;0;0;0;1573;26.9
0.647989330679846;0;0;0;0;0;0;0.352010669320154;0;0;0;0;0;0;0;0;1623;17
0.647989330679846;0;0;0;0;0;0;0.352010669320154;0;0;0;0;0;0;0;0;1673;11.5
0.724047737765036;0;0;0;0;0;0.275952262234964;0;0;0;0;0;0;0;0;0;1423;43.7
0.724047737765036;0;0;0;0;0;0.275952262234964;0;0;0;0;0;0;0;0;0;1473;27.5
0.724047737765036;0;0;0;0;0;0.275952262234964;0;0;0;0;0;0;0;0;0;1523;18.6
0.724047737765036;0;0;0;0;0;0.275952262234964;0;0;0;0;0;0;0;0;0;1573;12.6
0.724047737765036;0;0;0;0;0;0.275952262234964;0;0;0;0;0;0;0;0;0;1623;8.91
0.724047737765036;0;0;0;0;0;0.275952262234964;0;0;0;0;0;0;0;0;0;1673;6.17
0.724047737765036;0;0;0;0;0;0.275952262234964;0;0;0;0;0;0;0;0;0;1723;4.57
0.724047737765036;0;0;0;0;0;0.275952262234964;0;0;0;0;0;0;0;0;0;1773;3.39
0.693050826389551;0;0;0;0;0;0.306949173610448;0;0;0;0;0;0;0;0;0;1373;51.3
0.693050826389551;0;0;0;0;0;0.306949173610448;0;0;0;0;0;0;0;0;0;1423;31.6
0.693050826389551;0;0;0;0;0;0.306949173610448;0;0;0;0;0;0;0;0;0;1473;20
0.693050826389551;0;0;0;0;0;0.306949173610448;0;0;0;0;0;0;0;0;0;1523;12.9
0.693050826389551;0;0;0;0;0;0.306949173610448;0;0;0;0;0;0;0;0;0;1573;8.71
0.693050826389551;0;0;0;0;0;0.306949173610448;0;0;0;0;0;0;0;0;0;1623;5.89
0.693050826389551;0;0;0;0;0;0.306949173610448;0;0;0;0;0;0;0;0;0;1673;4.17
0.693050826389551;0;0;0;0;0;0.306949173610448;0;0;0;0;0;0;0;0;0;1723;2.95
0.663053378232932;0;0;0;0;0;0.336946621767068;0;0;0;0;0;0;0;0;0;1373;35.4
0.663053378232932;0;0;0;0;0;0.336946621767068;0;0;0;0;0;0;0;0;0;1423;21.9
0.663053378232932;0;0;0;0;0;0.336946621767068;0;0;0;0;0;0;0;0;0;1473;13.5
0.663053378232932;0;0;0;0;0;0.336946621767068;0;0;0;0;0;0;0;0;0;1523;8.71
0.663053378232932;0;0;0;0;0;0.336946621767068;0;0;0;0;0;0;0;0;0;1573;6.03
0.663053378232932;0;0;0;0;0;0.336946621767068;0;0;0;0;0;0;0;0;0;1623;4.07
0.663053378232932;0;0;0;0;0;0.336946621767068;0;0;0;0;0;0;0;0;0;1673;2.82
0.663053378232932;0;0;0;0;0;0.336946621767068;0;0;0;0;0;0;0;0;0;1723;2.04
0.642054908679161;0;0;0;0;0;0.357945091320839;0;0;0;0;0;0;0;0;0;1373;26.3
0.642054908679161;0;0;0;0;0;0.357945091320839;0;0;0;0;0;0;0;0;0;1423;16.2
0.642054908679161;0;0;0;0;0;0.357945091320839;0;0;0;0;0;0;0;0;0;1473;10.2
0.642054908679161;0;0;0;0;0;0.357945091320839;0;0;0;0;0;0;0;0;0;1523;6.92
0.642054908679161;0;0;0;0;0;0.357945091320839;0;0;0;0;0;0;0;0;0;1573;4.68
0.642054908679161;0;0;0;0;0;0.357945091320839;0;0;0;0;0;0;0;0;0;1623;3.24
0.642054908679161;0;0;0;0;0;0.357945091320839;0;0;0;0;0;0;0;0;0;1673;2.29
0.642054908679161;0;0;0;0;0;0.357945091320839;0;0;0;0;0;0;0;0;0;1723;1.66
0.642054908679161;0;0;0;0;0;0.357945091320839;0;0;0;0;0;0;0;0;0;1773;1.2
0.519988324887916;0;0;0;0;0;0;0.480011675112084;0;0;0;0;0;0;0;0;1373;126
0.519988324887916;0;0;0;0;0;0;0.480011675112084;0;0;0;0;0;0;0;0;1423;67.6
0.519988324887916;0;0;0;0;0;0;0.480011675112084;0;0;0;0;0;0;0;0;1473;39
0.519988324887916;0;0;0;0;0;0;0.480011675112084;0;0;0;0;0;0;0;0;1523;22.4
0.519988324887916;0;0;0;0;0;0;0.480011675112084;0;0;0;0;0;0;0;0;1573;14.5
0.519988324887916;0;0;0;0;0;0;0.480011675112084;0;0;0;0;0;0;0;0;1623;8.32
0.519988324887916;0;0;0;0;0;0;0.480011675112084;0;0;0;0;0;0;0;0;1673;6.03
0.651954822307942;0;0;0;0;0.348045177692058;0;0;0;0;0;0;0;0;0;0;1923;0.608
0.651954822307942;0;0;0;0;0.348045177692058;0;0;0;0;0;0;0;0;0;0;1973;0.463
0.651954822307942;0;0;0;0;0.348045177692058;0;0;0;0;0;0;0;0;0;0;2023;0.36
0.651954822307942;0;0;0;0;0.348045177692058;0;0;0;0;0;0;0;0;0;0;2073;0.283
0.644954408417861;0;0;0;0;0.355045591582138;0;0;0;0;0;0;0;0;0;0;1823;0.832
0.644954408417861;0;0;0;0;0.355045591582138;0;0;0;0;0;0;0;0;0;0;1873;0.603
0.644954408417861;0;0;0;0;0.355045591582138;0;0;0;0;0;0;0;0;0;0;1923;0.457
0.644954408417861;0;0;0;0;0.355045591582138;0;0;0;0;0;0;0;0;0;0;1973;0.37
0.644954408417861;0;0;0;0;0.355045591582138;0;0;0;0;0;0;0;0;0;0;2023;0.269
0.644954408417861;0;0;0;0;0.355045591582138;0;0;0;0;0;0;0;0;0;0;2073;0.209
0.637954014041846;0;0;0;0;0.362045985958154;0;0;0;0;0;0;0;0;0;0;1823;0.646
0.637954014041846;0;0;0;0;0.362045985958154;0;0;0;0;0;0;0;0;0;0;1873;0.475
0.637954014041846;0;0;0;0;0.362045985958154;0;0;0;0;0;0;0;0;0;0;1923;0.355
0.637954014041846;0;0;0;0;0.362045985958154;0;0;0;0;0;0;0;0;0;0;1973;0.263
0.637954014041846;0;0;0;0;0.362045985958154;0;0;0;0;0;0;0;0;0;0;2023;0.205
0.637954014041846;0;0;0;0;0.362045985958154;0;0;0;0;0;0;0;0;0;0;2073;0.18
0.598952174027135;0;0;0;0;0.401047825972865;0;0;0;0;0;0;0;0;0;0;1873;0.316
0.598952174027135;0;0;0;0;0.401047825972865;0;0;0;0;0;0;0;0;0;0;1923;0.246
0.598952174027135;0;0;0;0;0.401047825972865;0;0;0;0;0;0;0;0;0;0;1973;0.179
0.598952174027135;0;0;0;0;0.401047825972865;0;0;0;0;0;0;0;0;0;0;2023;0.149
0.598952174027135;0;0;0;0;0.401047825972865;0;0;0;0;0;0;0;0;0;0;2073;0.118
0.585951695293119;0;0;0;0;0.414048304706881;0;0;0;0;0;0;0;0;0;0;1923;0.188
0.585951695293119;0;0;0;0;0.414048304706881;0;0;0;0;0;0;0;0;0;0;1973;0.151
0.585951695293119;0;0;0;0;0.414048304706881;0;0;0;0;0;0;0;0;0;0;2023;0.124
0.585951695293119;0;0;0;0;0.414048304706881;0;0;0;0;0;0;0;0;0;0;2073;0.107
0.397022578397965;0;0;0.602977421602035;0;0;0;0;0;0;0;0;0;0;0;0;1673;0.130016957803329
0.397022578397965;0;0;0.602977421602035;0;0;0;0;0;0;0;0;0;0;0;0;1523;0.130016957803329
0.397022578397965;0;0;0.602977421602035;0;0;0;0;0;0;0;0;0;0;0;0;1623;0.149968483550237
0.397022578397965;0;0;0.602977421602035;0;0;0;0;0;0;0;0;0;0;0;0;1573;0.279898131963436
0.397022578397965;0;0;0.602977421602035;0;0;0;0;0;0;0;0;0;0;0;0;1473;0.489778819368446
0.415167258971377;0;0;0.370150413258357;0.214682327770265;0;0;0;0;0;0;0;0;0;0;0;1673;0.209893988362352
0.415167258971377;0;0;0.370150413258357;0.214682327770265;0;0;0;0;0;0;0;0;0;0;0;1623;0.230144181740851
0.415167258971377;0;0;0.370150413258357;0.214682327770265;0;0;0;0;0;0;0;0;0;0;0;1573;0.309741929921658
0.415167258971377;0;0;0.370150413258357;0.214682327770265;0;0;0;0;0;0;0;0;0;0;0;1523;0.399944749761097
0.415167258971377;0;0;0.370150413258357;0.214682327770265;0;0;0;0;0;0;0;0;0;0;0;1473;0.579428696426881
0.353952975449082;0;0.164074996015931;0.481972028534987;0;0;0;0;0;0;0;0;0;0;0;0;1674;0.258821291515309
0.353952975449082;0;0.164074996015931;0.481972028534987;0;0;0;0;0;0;0;0;0;0;0;0;1655;0.267916832481903
0.353952975449082;0;0.164074996015931;0.481972028534987;0;0;0;0;0;0;0;0;0;0;0;0;1621;0.328095293113119
0.353952975449082;0;0.164074996015931;0.481972028534987;0;0;0;0;0;0;0;0;0;0;0;0;1577;0.616595001861482
0.353952975449082;0;0.164074996015931;0.481972028534987;0;0;0;0;0;0;0;0;0;0;0;0;1516;0.966050878989813
0.374880665701519;0;0.060797013381575;0.564322320916906;0;0;0;0;0;0;0;0;0;0;0;0;1573;0.269153480392692
0.347067171939231;0;0.160704805053634;0.472622059380529;0.019605963626606;0;0;0;0;0;0;0;0;0;0;0;1675;0.216271852372702
0.347067171939231;0;0.160704805053634;0.472622059380529;0.019605963626606;0;0;0;0;0;0;0;0;0;0;0;1656;0.22080047330189
0.347067171939231;0;0.160704805053634;0.472622059380529;0.019605963626606;0;0;0;0;0;0;0;0;0;0;0;1616;0.253512863049791
0.347067171939231;0;0.160704805053634;0.472622059380529;0.019605963626606;0;0;0;0;0;0;0;0;0;0;0;1532;0.331131121482591
0.347067171939231;0;0.160704805053634;0.472622059380529;0.019605963626606;0;0;0;0;0;0;0;0;0;0;0;1512;0.377572190925416
0.368116115047637;0;0.07564095684644;0.432058244110225;0.121072621837455;0.003112062158243;0;0;0;0;0;0;0;0;0;0;1573;0.230144181740851
0.340414150474167;0;0.157650448388586;0.463506869836153;0.038428531301094;0;0;0;0;0;0;0;0;0;0;0;1657;0.162929603263972
0.340414150474167;0;0.157650448388586;0.463506869836153;0.038428531301094;0;0;0;0;0;0;0;0;0;0;0;1608;0.296483138952434
0.340414150474167;0;0.157650448388586;0.463506869836153;0.038428531301094;0;0;0;0;0;0;0;0;0;0;0;1577;0.767361489361819
0.340414150474167;0;0.157650448388586;0.463506869836153;0.038428531301094;0;0;0;0;0;0;0;0;0;0;0;1537;1.07646521362984
0.340414150474167;0;0.157650448388586;0.463506869836153;0.038428531301094;0;0;0;0;0;0;0;0;0;0;0;1533;0.918332596483581
0.340414150474167;0;0.157650448388586;0.463506869836153;0.038428531301094;0;0;0;0;0;0;0;0;0;0;0;1514;1.31522483219224
0.329683256225668;0;0.173992803744872;0.49632394002946;0;0;0;0;0;0;0;0;0;0;0;0;1573;0.651628394060843
0.255866105554139;0;0.635178790489656;0;0.066046727690253;0.042908376265953;0;0;0;0;0;0;0;0;0;0;1456;2.333458062281
0.255866105554139;0;0.635178790489656;0;0.066046727690253;0.042908376265953;0;0;0;0;0;0;0;0;0;0;1476;1.55238700995808
0.255866105554139;0;0.635178790489656;0;0.066046727690253;0.042908376265953;0;0;0;0;0;0;0;0;0;0;1495;0.849180475036314
0.255866105554139;0;0.635178790489656;0;0.066046727690253;0.042908376265953;0;0;0;0;0;0;0;0;0;0;1514;0.709577767963389
0.255866105554139;0;0.635178790489656;0;0.066046727690253;0.042908376265953;0;0;0;0;0;0;0;0;0;0;1533;0.506990708274704
0.255866105554139;0;0.635178790489656;0;0.066046727690253;0.042908376265953;0;0;0;0;0;0;0;0;0;0;1553;0.252929799644614
0.255866105554139;0;0.635178790489656;0;0.066046727690253;0.042908376265953;0;0;0;0;0;0;0;0;0;0;1572;0.053456435939697
0.255866105554139;0;0.635178790489656;0;0.066046727690253;0.042908376265953;0;0;0;0;0;0;0;0;0;0;1592;0.049317380395494
0.25298018609113;0;0.629592447330517;0;0.09260892823239;0.024818438345963;0;0;0;0;0;0;0;0;0;0;1593;0.178237876744809
0.25298018609113;0;0.629592447330517;0;0.09260892823239;0.024818438345963;0;0;0;0;0;0;0;0;0;0;1572;0.200909281260873
0.25298018609113;0;0.629592447330517;0;0.09260892823239;0.024818438345963;0;0;0;0;0;0;0;0;0;0;1553;0.217770977235316
0.25298018609113;0;0.629592447330517;0;0.09260892823239;0.024818438345963;0;0;0;0;0;0;0;0;0;0;1533;0.226986485188382
0.25298018609113;0;0.629592447330517;0;0.09260892823239;0.024818438345963;0;0;0;0;0;0;0;0;0;0;1513;0.26485001386067
0.25298018609113;0;0.629592447330517;0;0.09260892823239;0.024818438345963;0;0;0;0;0;0;0;0;0;0;1494;0.677641507610675
0.25298018609113;0;0.629592447330517;0;0.09260892823239;0.024818438345963;0;0;0;0;0;0;0;0;0;0;1474;1.11429453359173
